desertionNo,happenDt,happenPlace,upKindNm,kindNm,age,weight,sexCd,neuterYn,processState,careNm,orgNm
444449202501424,2025-07-14,동남구 목천읍 동리 143-3,개,믹스견,2022(년생),22(Kg),M,N,보호중,천안시 동물보호센터,충청남도 천안시
443571202502106,2025-07-14,가경동 인근,개,믹스견,2020(년생),12(Kg),F,U,종료(입양),반려동물보호센터,충청북도 청주시
443557202500126,2025-07-14,증평군 대학로 61 한국교통대학교 앞,개,보더 콜리,2024(년생),18(Kg),M,U,종료(반환),가정견훈련소,충청북도 증평군
443447202500793,2025-07-14,감곡면 매괴고등학교 정문 인근,고양이,믹스묘,2025(60일미만)(년생),0.1(Kg),F,N,종료(자연사),금왕동물병원,충청북도 음성군
443447202500792,2025-07-14,감곡면 매괴고등학교 정문 인근,고양이,믹스묘,2025(60일미만)(년생),0.1(Kg),F,N,종료(자연사),금왕동물병원,충청북도 음성군
443447202500791,2025-07-14,대소면 성본리 904(반궁 음식점 앞),개,믹스견,2024(년생),5(Kg),F,N,종료(안락사),금왕동물병원,충청북도 음성군
443447202500790,2025-07-14,금왕읍 금석리 시티프라디움 지하,고양이,믹스묘,2025(60일미만)(년생),0.1(Kg),F,N,종료(자연사),금왕동물병원,충청북도 음성군
443444202500361,2025-07-14,영동읍 동정로4길20,고양이,한국 고양이,2025(60일미만)(년생),1.6(Kg),M,N,종료(자연사),최종주동물병원,충청북도 영동군
443440202500231,2025-07-14,덕산면 선고리108-1,개,믹스견,2021(년생),20(Kg),M,N,종료(반환),제천시 동물보호센터,충청북도 제천시
442434202500340,2025-07-14,강원특별자치도 고성군 거진읍 수외길 38-1,개,믹스견,2022(년생),7(Kg),M,U,보호중,유기견임시보호소,강원특별자치도 고성군
442434202500339,2025-07-14,강원특별자치도 고성군 거진읍 수외길 38-1,개,믹스견,2024(년생),5(Kg),F,U,보호중,유기견임시보호소,강원특별자치도 고성군
442434202500338,2025-07-14,강원특별자치도 고성군 거진읍 수외길 38-1,개,믹스견,2023(년생),6(Kg),M,U,종료(입양),유기견임시보호소,강원특별자치도 고성군
442429202500419,2025-07-14,정선읍 광하리 252-4,개,믹스견,2024(년생),15(Kg),F,U,종료(입양),정선가축병원,강원특별자치도 정선군
442428202500045,2025-07-14,강원특별자치도 평창군 진부면 진부파출소 부근,개,믹스견,2024(년생),4(Kg),M,N,종료(입양),평창군유기동물보호소,강원특별자치도 평창군
442423202500235,2025-07-14,주공4차 아파트 지하주차장,고양이,먼치킨,2021(년생),6(Kg),F,N,종료(입양),속초시유기동물보호소,강원특별자치도 속초시
442420202500426,2025-07-14,사천 박이추 커피공장 건너편,개,말티즈,2019(년생),2.5(Kg),F,U,종료(입양),강릉시 동물사랑센터,강원특별자치도 강릉시
442420202500425,2025-07-14,회산동 롯데주류 공장 부근 다리,고양이,한국 고양이,2025(년생),0.2(Kg),M,N,보호중,강릉시 동물사랑센터,강원특별자치도 강릉시
442418202500634,2025-07-14,후평동 춘천소방서,개,믹스견,2024(년생),5(Kg),M,U,종료(반환),춘천시 동물보호센터,강원특별자치도 춘천시
441554202501215,2025-07-14,광주시 수하길 일대,고양이,샴,2022(년생),4.00(Kg),M,Y,종료(입양),광주TNR동물병원송정,경기도 광주시
441554202501214,2025-07-14,광주시 능평동 일대,개,포메라니안,2025(년생),4.50(Kg),F,N,종료(입양),광주TNR동물병원초월,경기도 광주시
441554202501213,2025-07-14,광주시 퇴촌면 도수리 일대,개,포메라니안,2020(년생),12.00(Kg),M,Y,보호중,광주TNR동물병원초월,경기도 광주시
441553202502367,2025-07-14,향남 119,개,믹스견,2020(년생),18(Kg),F,U,종료(안락사),화성동물보호센터,경기도 화성시
441553202502366,2025-07-14,병점2로 인근,고양이,한국 고양이,2025(년생),1.5(Kg),Q,N,종료(자연사),화성동물보호센터,경기도 화성시
441553202502365,2025-07-14,팔탄면 가재리 인근,개,포메라니안,2021(년생),4(Kg),F,U,종료(기증),화성동물보호센터,경기도 화성시
441553202502363,2025-07-14,남양시장로 인근,고양이,한국 고양이,2025(년생),1(Kg),Q,N,종료(자연사),화성동물보호센터,경기도 화성시
441553202502362,2025-07-14,송산면 봉가리 인근,개,믹스견,2021(년생),15(Kg),M,N,종료(안락사),화성동물보호센터,경기도 화성시
441553202502361,2025-07-14,서신면 인근,개,믹스견,2022(년생),6.5(Kg),F,U,종료(안락사),화성동물보호센터,경기도 화성시
441553202502360,2025-07-14,금곡로 인근,개,믹스견,2024(년생),7(Kg),M,N,종료(입양),화성동물보호센터,경기도 화성시
441553202502359,2025-07-14,서신면 장외리 인근,개,믹스견,2021(년생),15(Kg),F,U,종료(안락사),화성동물보호센터,경기도 화성시
441417202501215,2025-07-14,경기도 양평군 서종면 서능로 158  서후교 인근,개,믹스견,2023(년생),19.7(Kg),M,N,보호중,양평군유기동물보호소,경기도 양평군
441408202501216,2025-07-14,텃골1길32번지,고양이,한국 고양이,2025(60일미만)(년생),0.7(Kg),M,N,종료(자연사),안성시동물보호센터,경기도 안성시
441408202501215,2025-07-14,금광모산길 53-20,개,믹스견,2023(년생),11.7(Kg),F,N,종료(안락사),안성시동물보호센터,경기도 안성시
441408202501214,2025-07-14,금광모산길 53-20,개,믹스견,2023(년생),6.5(Kg),F,N,종료(안락사),안성시동물보호센터,경기도 안성시
441405202502285,2025-07-14,기흥구 언동로71번길 64(청덕마을광도와이드빌A.),개,포메라니안,2017(년생),4.3(Kg),F,U,종료(자연사),용인시 동물보호센터,경기도 용인시
441405202502284,2025-07-14,처인구 모현읍 능원로 57-2,고양이,한국 고양이,2025(년생),0.06(Kg),Q,N,종료(자연사),용인시 동물보호센터,경기도 용인시
441405202502283,2025-07-14,처인구 모현읍 능원로 57-2,고양이,한국 고양이,2025(년생),0.07(Kg),F,N,종료(자연사),용인시 동물보호센터,경기도 용인시
441405202502282,2025-07-14,수지구 용구대로 2742,고양이,한국 고양이,2025(년생),0.42(Kg),M,N,종료(입양),용인시 동물보호센터,경기도 용인시
441405202502279,2025-07-14,기흥구 구성로 68,개,믹스견,2022(년생),2.5(Kg),F,U,종료(입양),용인시 동물보호센터,경기도 용인시
441401202500814,2025-07-14,사미길 40,개,믹스견,2023(년생),15.4(Kg),F,U,종료(안락사),시흥동물누리보호센터,경기도 시흥시
441401202500813,2025-07-14,조남동 191,개,믹스견,2023(년생),11.7(Kg),M,N,보호중,시흥동물누리보호센터,경기도 시흥시
441401202500811,2025-07-14,대야동 494 (대야파출소),개,시츄,2020(년생),4.7(Kg),M,N,종료(반환),시흥동물누리보호센터,경기도 시흥시
441400202500425,2025-07-14, 한신대부근,개,믹스견,2018(년생),14(Kg),F,U,종료(자연사),오산 유기동물보호소,경기도 오산시
441400202500424,2025-07-14,수청동 대우아파트,개,말티즈,2018(년생),2.8(Kg),F,U,종료(입양),오산 유기동물보호소,경기도 오산시
441394202501475,2025-07-14,주엽동 117 문촌마을16단지 부근,기타,기타축종,2024(년생),0.1(Kg),Q,N,종료(입양),고양시동물보호센터,경기도 고양시
441393202500959,2025-07-14,안산 농업정책과에서 인수,고양이,페르시안,2021(년생),4(Kg),F,U,종료(안락사),한국야생동물보호협회,경기도 안산시
441393202500958,2025-07-14,안산 농업정책과에서 인수,고양이,한국 고양이,2021(년생),6(Kg),F,U,종료(입양),한국야생동물보호협회,경기도 안산시
441393202500957,2025-07-14,안산 농업정책과에서 인수,고양이,한국 고양이,2022(년생),6(Kg),F,U,보호중,한국야생동물보호협회,경기도 안산시
441391202501908,2025-07-14,송탄동 : 장안동 81,개,믹스견,2025(60일미만)(년생),2.5(Kg),M,N,종료(기증),평택시유기동물보호소,경기도 평택시
441391202501907,2025-07-14,고덕면 : 고덕동 2690-2,개,믹스견,2025(년생),6(Kg),F,N,보호중,평택시유기동물보호소,경기도 평택시
441391202501906,2025-07-14,팽성읍 : 노와1길 10-21,개,믹스견,2022(년생),10(Kg),F,N,보호중,평택시유기동물보호소,경기도 평택시
441391202501905,2025-07-14,팽성읍 : 근내리 229-37,개,믹스견,2025(년생),7(Kg),F,N,보호중,평택시유기동물보호소,경기도 평택시
441391202501904,2025-07-14,신장동 : 경기대로 1627 부근 ,고양이,믹스묘,2019(년생),2(Kg),F,U,종료(자연사),평택시유기동물보호소,경기도 평택시
441391202501903,2025-07-14,팽성읍 : 송화리 788-3 부근,개,비숑 프리제,2022(년생),4.5(Kg),M,N,종료(입양),평택시유기동물보호소,경기도 평택시
441390202500396,2025-07-14,광명시청에서 인수,개,믹스견,2025(년생),20(Kg),M,N,종료(안락사),한국야생동물보호협회,경기도 광명시
441386202500931,2025-07-14,석천로 30번길 27,고양이,한국 고양이,2017(년생),7(Kg),M,Y,종료(기증),정샘동물병원,경기도 부천시
441386202500930,2025-07-14,석천로 30번길 27,고양이,한국 고양이,2021(년생),7.4(Kg),M,Y,종료(기증),정샘동물병원,경기도 부천시
441386202500929,2025-07-14,원미구 도약로 215-8,고양이,페르시안,2019(년생),2.4(Kg),F,U,종료(반환),24시아이동물메디컬,경기도 부천시
441386202500928,2025-07-14,석천로 30번길 27 - 2층,고양이,한국 고양이,2018(년생),9(Kg),F,U,종료(기증),24시아이동물메디컬,경기도 부천시
441386202500927,2025-07-14,석천로 30번길 27,고양이,한국 고양이,2021(년생),6(Kg),F,U,종료(입양),가나동물병원,경기도 부천시
441386202500926,2025-07-14,석천로 30번길 27,고양이,한국 고양이,2021(년생),6(Kg),F,U,종료(입양),가나동물병원,경기도 부천시
441386202500925,2025-07-14,심곡동 146-2,개,믹스견,2023(년생),3.4(Kg),M,N,종료(입양),정샘동물병원,경기도 부천시
441386202500924,2025-07-14,심곡동 490-6 소사성당 옆,개,도베르만,2020(년생),15(Kg),F,U,종료(입양),가나동물병원,경기도 부천시
441378202500988,2025-07-14,상대원동2993-3,고양이,한국 고양이,2025(60일미만)(년생),0.06(Kg),Q,N,종료(자연사),펫앤쉘터동물병원,경기도 성남시
441378202500987,2025-07-14,이매동293-1,고양이,스핑크스,2025(년생),2.9(Kg),M,N,종료(반환),펫앤쉘터동물병원,경기도 성남시
441378202500977,2025-07-14,이매동 74-1,개,셔틀랜드 쉽독,2022(년생),17.76(Kg),M,Y,종료(반환),펫앤쉘터동물병원,경기도 성남시
441378202500976,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.5(Kg),M,N,종료(기증),펫앤쉘터동물병원,경기도 성남시
441378202500975,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.8(Kg),M,N,종료(기증),펫앤쉘터동물병원,경기도 성남시
441378202500974,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.4(Kg),M,N,종료(기증),펫앤쉘터동물병원,경기도 성남시
441378202500973,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.6(Kg),M,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500972,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.6(Kg),F,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500971,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.6(Kg),F,N,종료(기증),펫앤쉘터동물병원,경기도 성남시
441378202500970,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.79(Kg),F,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500969,2025-07-14,상대원동 510-9,개,믹스견,2025(년생),1.6(Kg),F,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500968,2025-07-14,상대원동 333-2,고양이,한국 고양이,2025(년생),0.2(Kg),M,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500967,2025-07-14,상대원동 333-2,고양이,한국 고양이,2025(년생),0.2(Kg),M,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500966,2025-07-14,상대원동 333-2,고양이,한국 고양이,2025(년생),0.2(Kg),M,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500965,2025-07-14,상대원동 333-2,고양이,한국 고양이,2025(년생),0.16(Kg),F,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500964,2025-07-14,상대원동 333-2,고양이,한국 고양이,2025(년생),0.2(Kg),F,N,종료(입양),펫앤쉘터동물병원,경기도 성남시
441378202500963,2025-07-14,야탑동 536,고양이,한국 고양이,2016(년생),2.83(Kg),M,Y,종료(안락사),펫앤쉘터동물병원,경기도 성남시
441378202500962,2025-07-14,하대원동 2,고양이,샴,2022(년생),5.45(Kg),M,Y,종료(반환),펫앤쉘터동물병원,경기도 성남시
441374202500663,2025-07-14,영통구 웰빙타운로49번길 19(이의동),기타,기타축종,2025(60일미만)(년생),0.50(Kg),Q,N,종료(입양),수원시 동물보호센터,경기도 수원시
441374202500662,2025-07-14,장안구 덕영대로381번길 18(율전동),개,믹스견,2019(년생),4.00(Kg),M,Y,보호중,수원시 동물보호센터,경기도 수원시
431371202500330,2025-07-14,화정 9길13 하수구,고양이,한국 고양이,2025(60일미만)(년생),0.08(Kg),Q,N,종료(자연사),일산동물의료센터,울산광역시 동구
431371202500329,2025-07-14,화정 9길13 하수구,고양이,한국 고양이,2025(60일미만)(년생),0.11(Kg),Q,N,종료(자연사),일산동물의료센터,울산광역시 동구
431371202500328,2025-07-14,화정9길13 하수구,고양이,한국 고양이,2025(60일미만)(년생),0.09(Kg),Q,N,종료(자연사),일산동물의료센터,울산광역시 동구
431371202500327,2025-07-14,명덕로 27,고양이,한국 고양이,2025(60일미만)(년생),0.10(Kg),F,N,종료(자연사),일산동물의료센터,울산광역시 동구
431369202500406,2025-07-14,태화동,고양이,한국 고양이,2025(60일미만)(년생),0.67(Kg),F,N,종료(방사),산타클라라동물병원,울산광역시 중구
430367202500507,2025-07-14,노은서로 62 수정초등학교 주변,개,골든 리트리버,2020(년생),32.00(Kg),M,U,종료(반환),대전동물보호센터,대전광역시 유성구
429363202500535,2025-07-14,광산구 고봉로 234,개,믹스견,2025(60일미만)(년생),2.5(Kg),F,N,종료(입양),광주동물보호센터,광주광역시 광산구
429363202500534,2025-07-14,광산구 고봉로 234,개,믹스견,2025(60일미만)(년생),2.5(Kg),F,N,종료(입양),광주동물보호센터,광주광역시 광산구
429363202500533,2025-07-14,광산구 고봉로 234,개,믹스견,2022(년생),3(Kg),F,U,종료(입양),광주동물보호센터,광주광역시 광산구
429362202500557,2025-07-14,북구 운암동 484-1,개,믹스견,2019(년생),6(Kg),F,U,종료(입양),광주동물보호센터,광주광역시 북구
429361202500534,2025-07-14,남구 중앙로50번안길 7-1,개,믹스견,2025(년생),4.8(Kg),M,N,보호중,광주동물보호센터,광주광역시 남구
429361202500531,2025-07-14,남구 독립로80번길 7,개,말티즈,2023(년생),2.5(Kg),F,U,종료(반환),광주동물보호센터,광주광역시 남구
429361202500530,2025-07-14,남구 구성로8번길 6,개,믹스견,2024(년생),3(Kg),F,U,보호중,광주동물보호센터,광주광역시 남구
428357202500951,2025-07-14,관청길64번길 2-2 (관청리),고양이,한국 고양이,2025(60일미만)(년생),0.1(Kg),Q,N,종료(자연사),디디동물병원,인천광역시 강화군
428357202500950,2025-07-14,관청길64번길 2-2 (관청리),고양이,한국 고양이,2025(60일미만)(년생),0.1(Kg),Q,N,종료(자연사),디디동물병원,인천광역시 강화군
428357202500949,2025-07-14,중앙로 274 (창리),고양이,한국 고양이,2023(년생),3.3(Kg),M,N,종료(반환),디디동물병원,인천광역시 강화군
427348202500779,2025-07-14,대구 달성군 현풍읍 테크노대로 93,고양이,한국 고양이,2025(년생),1.08(Kg),M,N,종료(입양),동행동물병원,대구광역시 달성군
427346202500734,2025-07-14,용학도서관,고양이,한국 고양이,2025(60일미만)(년생),0.68(Kg),F,N,종료(입양),멘토동물병원,대구광역시 수성구
427346202500733,2025-07-14,교학로 7길,고양이,한국 고양이,2025(년생),0.9(Kg),F,N,종료(입양),멘토동물병원,대구광역시 수성구
427346202500732,2025-07-14,신천동로 길가,고양이,한국 고양이,2025(60일미만)(년생),0.8(Kg),F,N,종료(입양),신세계동물병원,대구광역시 수성구
427346202500731,2025-07-14,지범로39길,고양이,한국 고양이,2025(60일미만)(년생),0.8(Kg),M,N,종료(입양),제니스동물병원,대구광역시 수성구
427346202500730,2025-07-14,범물119안전센타,개,골든 리트리버,2022(년생),25(Kg),M,N,종료(반환),제니스동물병원,대구광역시 수성구
427346202500729,2025-07-14,유니버시아드로234,고양이,한국 고양이,2025(60일미만)(년생),0.05(Kg),F,N,종료(자연사),제니스동물병원,대구광역시 수성구
427345202500429,2025-07-14,사수로 507,고양이,한국 고양이,2025(년생),0.90(Kg),M,N,종료(입양),대구유기동물보호협회,대구광역시 북구
427345202500428,2025-07-14,사수로 507,고양이,한국 고양이,2025(년생),0.90(Kg),F,N,종료(입양),대구유기동물보호협회,대구광역시 북구
427345202500426,2025-07-14,사수로 507,고양이,한국 고양이,2025(년생),0.90(Kg),M,N,종료(자연사),대구유기동물보호협회,대구광역시 북구
427345202500425,2025-07-14,사수로 507,고양이,한국 고양이,2025(년생),1.02(Kg),M,N,종료(입양),대구유기동물보호협회,대구광역시 북구
427345202500424,2025-07-14,사수로 507,고양이,한국 고양이,2025(년생),0.80(Kg),M,N,종료(자연사),대구유기동물보호협회,대구광역시 북구
427345202500423,2025-07-14,동대구 시장 부근,고양이,한국 고양이,2025(60일미만)(년생),0.40(Kg),M,N,종료(자연사),대구유기동물보호협회,대구광역시 북구
427343202500646,2025-07-14,평리시장 내,고양이,한국 고양이,2025(60일미만)(년생),0.90(Kg),M,N,종료(입양),대구시수의사회(평리),대구광역시 서구
427343202500644,2025-07-14,염색공단천로11길19,고양이,한국 고양이,2025(60일미만)(년생),0.13(Kg),Q,N,종료(자연사),대구시수의사회(더펫),대구광역시 서구
427343202500643,2025-07-14,중리롯데캐슬아파트,고양이,한국 고양이,2025(60일미만)(년생),0.95(Kg),M,N,종료(입양),대구수의사회(아이펫),대구광역시 서구
427343202500642,2025-07-14,황제맨션,고양이,한국 고양이,2025(년생),1.2(Kg),M,N,종료(입양),대구시수의사회(삼성),대구광역시 서구
427342202500566,2025-07-14,해안 주민센터,개,믹스견,2014(년생),5.5(Kg),M,U,종료(자연사),대구유기동물보호센터,대구광역시 동구
426337202500402,2025-07-14,연수로208번길 37,고양이,한국 고양이,2025(년생),0.7(Kg),F,N,종료(입양),청조동물병원,부산광역시 연제구
426337202500397,2025-07-14,거제천로155번길 53,고양이,한국 고양이,2022(년생),3.1(Kg),F,N,종료(입양),청조동물병원,부산광역시 연제구
411319202500391,2025-07-14,양녕로22마길 49,고양이,레그돌,2024(년생),4(Kg),F,U,종료(반환),디아크동물종합병원,서울특별시 동작구
411312202500499,2025-07-14,서대문세무서 근처,개,비숑 프리제,2024(년생),4(Kg),M,Y,종료(반환),내품애센터,서울특별시 서대문구
411305202500305,2025-07-14,서울 동대문구 전농동 690-1 텃골근린공원,개,푸들,2024(년생),2.7(Kg),F,U,종료(입양),한국동물구조관리협회,서울특별시 동대문구
429361202500533,2025-07-14,남구 서문대로654번길 3,고양이,한국 고양이,2025(60일미만)(년생),0.41(Kg),M,N,종료(자연사),광주동물보호센터,광주광역시 남구
429362202500558,2025-07-14,북구 경양로165번길 8,고양이,한국 고양이,2025(60일미만)(년생),0.65(Kg),F,N,종료(자연사),광주동물보호센터,광주광역시 북구
429363202500536,2025-07-14,광산구 왕버들로 207,고양이,한국 고양이,2025(60일미만)(년생),0.66(Kg),M,N,종료(자연사),광주동물보호센터,광주광역시 광산구
429360202500468,2025-07-14,서구 유덕동,고양이,한국 고양이,2025(60일미만)(년생),0.47(Kg),F,N,종료(자연사),광주동물보호센터,광주광역시 서구
429360202500467,2025-07-14,서구 덕흥동,고양이,한국 고양이,2025(년생),0.63(Kg),F,N,종료(자연사),광주동물보호센터,광주광역시 서구
429360202500466,2025-07-14,서구 군분2로 8,고양이,한국 고양이,2020(년생),1.6(Kg),F,U,종료(자연사),광주동물보호센터,광주광역시 서구
445473202500234,2025-07-14,진안읍 상교길,고양이,한국 고양이,2025(60일미만)(년생),0.3(Kg),F,N,종료(입양),진안군유기동물보호소,전북특별자치도 진안군
441398202500361,2025-07-14,"경기 구리시 동구릉로85번길 30 (인창동, 태성빌딩) 인근",개,포메라니안,2019(년생),2.7(Kg),M,Y,종료(입양),구리시 반려돌봄센터,경기도 구리시
442421202500149,2025-07-14,단봉길 39,고양이,한국 고양이,2025(년생),0.8(Kg),F,N,종료(자연사),동해시동물보호센터,강원특별자치도 동해시
447513202500570,2025-07-14,삼북동,개,믹스견,2022(년생),3.3(Kg),F,N,종료(입양),경산시유기동물보호소,경상북도 경산시
426326202500230,2025-07-13,까치고개로245번길 17-20,고양이,한국 고양이,2025(60일미만)(년생),0.25(Kg),Q,N,종료(자연사),부산동물보호센터,부산광역시 서구
426326202500229,2025-07-13,까치고개로245번길 17-20,고양이,한국 고양이,2025(60일미만)(년생),0.25(Kg),Q,N,종료(자연사),부산동물보호센터,부산광역시 서구
426326202500228,2025-07-13,까치고개로245번길 17-20,고양이,한국 고양이,2025(60일미만)(년생),0.25(Kg),Q,N,종료(자연사),부산동물보호센터,부산광역시 서구
443445202500450,2025-07-13,광혜원면 중리2길 13-7,고양이,한국 고양이,2025(년생),2.5(Kg),M,U,종료(방사),증평 가정견 훈련소,충청북도 진천군
447510202500540,2025-07-13,영천시 화산면 굴견길 86,개,믹스견,2023(년생),10(Kg),M,N,종료(입양),영천유기동물보호센터,경상북도 영천시
448548202500702,2025-07-13,합천읍,개,믹스견,2025(년생),5(Kg),M,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500701,2025-07-13,합천읍,개,믹스견,2023(년생),5(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500700,2025-07-13,합천읍,개,믹스견,2022(년생),6(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500699,2025-07-13,가야면,개,믹스견,2019(년생),4(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500698,2025-07-13,가야면,개,믹스견,2023(년생),5(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500697,2025-07-13,가야면,개,믹스견,2025(60일미만)(년생),2(Kg),F,N,종료(자연사),태민동물보호센터,경상남도 합천군
448548202500696,2025-07-13,가야면,개,믹스견,2025(60일미만)(년생),2(Kg),M,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500695,2025-07-13,가야면,개,믹스견,2025(60일미만)(년생),2(Kg),F,N,종료(자연사),태민동물보호센터,경상남도 합천군
448548202500694,2025-07-13,가야면,개,믹스견,2025(60일미만)(년생),2(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500693,2025-07-13,가야면,개,믹스견,2025(년생),2(Kg),M,N,종료(입양),태민동물보호센터,경상남도 합천군
448548202500692,2025-07-13,대병면,개,믹스견,2025(년생),4(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
448548202500691,2025-07-13,대병면,개,믹스견,2025(년생),4.8(Kg),F,N,종료(안락사),태민동물보호센터,경상남도 합천군
428353202500650,2025-07-13,남동구 구월동 1284,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),F,U,종료(자연사),인천광역시수의사회,인천광역시 남동구
426330202500176,2025-07-13,여고로 91번길 88-3,고양이,믹스묘,2025(60일미만)(년생),0.17(Kg),M,N,종료(입양),(사)동부동물보호협회,부산광역시 동래구
411302202500444,2025-07-13,숙대후문 효창공원길 도로변,개,푸들,2021(년생),4(Kg),M,Y,종료(반환),남산동물병원,서울특별시 용산구
448538202500419,2025-07-13,하영농장 (원동면),개,믹스견,2024(년생),5.2(Kg),M,U,종료(입양),양산시 동물보호센터,경상남도 양산시
446493202500250,2025-07-13,옥천면 영춘리,개,믹스견,2025(년생),2.45(Kg),M,U,종료(입양),해남유기동물보호센터,전라남도 해남군
446493202500249,2025-07-13,옥천면 영춘리,개,믹스견,2025(년생),1.93(Kg),F,U,종료(자연사),해남유기동물보호센터,전라남도 해남군
446493202500248,2025-07-13,옥천면 영춘리,개,믹스견,2025(년생),2.32(Kg),M,U,종료(자연사),해남유기동물보호센터,전라남도 해남군
446493202500247,2025-07-13,옥천면 영춘리,개,믹스견,2025(년생),1.86(Kg),F,U,종료(자연사),해남유기동물보호센터,전라남도 해남군
446483202501179,2025-07-13,나주시왕곡면신가신원길93,개,믹스견,2025(60일미만)(년생),2(Kg),M,N,종료(자연사),나주유기동물보호센터,전라남도 나주시
443444202500362,2025-07-13,영동읍 회전교차로,개,믹스견,2015(년생),10.9(Kg),M,N,종료(반환),최종주동물병원,충청북도 영동군
428357202500956,2025-07-13,초지대교 말단,개,요크셔 테리어,2020(년생),2.5(Kg),M,N,종료(입양),디디동물병원,인천광역시 강화군
427347202500554,2025-07-13,송현 119,고양이,한국 고양이,2025(60일미만)(년생),0.40(Kg),M,N,종료(자연사),대구유기동물보호협회,대구광역시 달서구
426334202500225,2025-07-13,사하경찰서 인근,고양이,한국 고양이,2025(60일미만)(년생),0.4(Kg),Q,N,종료(자연사),(사)하얀비둘기,부산광역시 사하구
411320202500345,2025-07-13,신림동 산56-1 쓰레기장,개,믹스견,2025(60일미만)(년생),0.3(Kg),F,N,종료(자연사),디아크 동물종합병원,서울특별시 관악구
411320202500342,2025-07-13,신림동 산56-1 쓰레기장,개,믹스견,2025(60일미만)(년생),0.29(Kg),F,N,종료(자연사),디아크 동물종합병원,서울특별시 관악구
411320202500341,2025-07-13,신림동 산56-1 쓰레기장,개,믹스견,2025(60일미만)(년생),0.31(Kg),M,N,종료(자연사),디아크 동물종합병원,서울특별시 관악구
411320202500340,2025-07-13,신림동 산56-1 쓰레기장,개,믹스견,2025(60일미만)(년생),0.3(Kg),M,N,종료(자연사),디아크 동물종합병원,서울특별시 관악구
448535202501217,2025-07-13,김해시 한림면 한림로365번안길 14,고양이,한국 고양이,2025(년생),0.5(Kg),Q,U,종료(자연사),(사)동물보호관리협회,경상남도 김해시
448531202501278,2025-07-13,진주시 대곡면 단목리 산5-2일원,개,믹스견,2025(년생),4.9(Kg),F,N,보호중,진주시동물보호센터,경상남도 진주시
448531202501277,2025-07-13,진주시 대곡면 단목리 산5-2일원,개,믹스견,2025(년생),4.3(Kg),F,N,보호중,진주시동물보호센터,경상남도 진주시
448531202501276,2025-07-13,진주시 대곡면 단목리 산5-2일원,개,믹스견,2025(년생),4.2(Kg),F,N,보호중,진주시동물보호센터,경상남도 진주시
447512202500518,2025-07-13,성진빌딩,고양이,한국 고양이,2025(60일미만)(년생),0.25(Kg),M,N,종료(입양),종합축산,경상북도 문경시
447512202500517,2025-07-13,성진빌딩,고양이,믹스묘,2025(60일미만)(년생),0.23(Kg),M,N,종료(입양),종합축산,경상북도 문경시
447512202500516,2025-07-13,성진빌딩,고양이,한국 고양이,2025(60일미만)(년생),0.25(Kg),F,N,종료(자연사),종합축산,경상북도 문경시
447512202500515,2025-07-13,국군체육부대내,개,믹스견,2025(60일미만)(년생),5(Kg),M,N,종료(입양),종합축산,경상북도 문경시
446494202500365,2025-07-13,삼호읍 대불렉시아 아파트,개,믹스견,2022(년생),5(Kg),M,Y,종료(입양),유기동물 삼호 보호소,전라남도 영암군
446489202500095,2025-07-13,벌교읍 장양리 200-1,개,믹스견,2023(년생),5.3(Kg),M,N,종료(자연사),보성유기동물보호센터,전라남도 보성군
446481202500409,2025-07-13,웅천 수변공원 파스구찌 앞,고양이,한국 고양이,2024(년생),3.5(Kg),M,N,종료(자연사),반려동물보호센터,전라남도 여수시
446480202500924,2025-07-13,골드7차@,개,푸들,2022(년생),3.0(Kg),F,N,종료(반환),목포시유기동물보호소,전라남도 목포시
446480202500923,2025-07-13,골드7차@,개,말티즈,2018(년생),3.0(Kg),F,N,종료(반환),목포시유기동물보호소,전라남도 목포시
